ID,ResortName,Continent,Country,StateProvince,URL,Altitude,Easy,Intermediate,Difficult,Funicular,CirculatingRopewayGondola,Chairlift,T-barPlatterButton,SunkidMovingCarpet,Adult,Youth,Child,Currency,ResortSize,SlopeOfferingVariety,LiftsAndCableCars,SnowReliability,SlopePreparation,AccessParking,Orientation,Cleanliness,EnvironmentallyFriendly,StaffFriendliness,Restaurants,ApresSki,AccomodationsToLifts,FamiliesChildren,Beginners,Advanced,SnowParks,Cross-countryTrails,AerialTramwayReverseRopeway,RopeTowBeginnerLift,PeopleMover,CombinedGondolaChair,CogRailway,Helicopter,SnowCaterpillars,Latitude,Longitude
478,black-mountain-rumford,North America,USA,Maine,http://www.skiresort.info/ski-resort/black-mountain-rumford/,650,2,3.5,2.5,,,0,0,,29,0,0,US Dollar,1.9,2.3,2.7,,,,,,,,,,,,,,,,,0,,,,,,44.5839515,-70.6370122
479,black-rapid,North America,USA,Alaska,http://www.skiresort.info/ski-resort/black-rapid/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,63.5294006,-145.8568827
480,blackhawk-ski-club-middleton,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/blackhawk-ski-club-middleton/,328,0.6,0.2,0,,,,,,0,0,0,-,1.2,1.2,1,,,,,,,,,,,,,,,,,0,,,,,,43.082221,-89.5684229
481,blackjack,North America,USA,Michigan,http://www.skiresort.info/ski-resort/blackjack/,510,2,4,4,,,,,,65,0,52,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,46.4821953,-89.9896697
482,blacktail-mountain,North America,USA,Montana,http://www.skiresort.info/ski-resort/blacktail-mountain/,2066,3,11,3,,,,,,40,28,19,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,48.0107829,-114.3640158
486,blandford,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/blandford/,440,2,2,1,,,,,,44,0,39,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,42.1806463,-72.9273224
495,blomidon-cat-skiing,North America,Canada,Newfoundland and Labrador,http://www.skiresort.info/ski-resort/blomidon-cat-skiing/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0,45.218645,-64.3716631
496,blue-hills,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/blue-hills/,180,1.5,1,0.5,,,,,,45,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,42.215952,-71.0676048
497,blue-knob,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/blue-knob/,960,5,8,3,,,,,,62,0,50,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,40.2884091,-78.5616833
498,blue-mountain,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/blue-mountain/,470,10,6,2,,,,,,85,0,70,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,40.8109009,-75.5205571
499,blue-mountain-resort-collingwood,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/blue-mountain-resort-collingwood/,450,6.1,14.3,8.9,,,0,,,70,53,10,Canadian Dollar,2.6,2.9,4,,,,,,,,,,,,,,,,,,0,,,,,44.503346,-80.310917
501,bluewood,North America,USA,Washington State,http://www.skiresort.info/ski-resort/bluewood/,1730,3,5,3,,,,,,39,0,32,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,46.0824866,-117.8511673
513,bogus-basin,North America,USA,Idaho,http://www.skiresort.info/ski-resort/bogus-basin/,2311,11,22,17,,,0,,,59,49,25,US Dollar,3.2,3.5,3.7,,,,,,,,,,,,,,,,,,0,,,,,43.7640569,-116.1026168
518,boler-mountain-london,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/boler-mountain-london/,328,3,2.2,0.8,,,0,,,39,0,36,Canadian Dollar,1.7,2,3,,,,,,,,,,,,,,,,,,0,,,,,42.9443965,-81.3393669
520,bolton-valley,North America,USA,Vermont,http://www.skiresort.info/ski-resort/bolton-valley/,960,15,10,5,,,0,,,74,0,64,US Dollar,3,4,2,4,4,4,4,3,4,4,2,2,3,3,4,3,5,3,,0,,,,,,44.42099,-72.850323
523,boogie-mountain-espanola,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/boogie-mountain-espanola/,0,,,,,,,,,31,0,25,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,46.2402849,-81.7745442
525,boreal,North America,USA,Western United States,http://www.skiresort.info/ski-resort/boreal/,2357,6,11,3,,,0,,,64,44,34,US Dollar,2.4,2.7,3.3,,,,,,,,,,,,,,,,,,0,,,,,39.3364539,-120.3498347
538,bosques-de-monterreal-san-antonio-de-las-alazanas,North America,Mexico,,http://www.skiresort.info/ski-resort/bosques-de-monterreal-san-antonio-de-las-alazanas/,2722,0.2,0.1,0,,,,0,,0,0,0,-,1.1,1.1,1.5,,,,,,,,,,,,,,,,,,0,,,,,25.2322012,-100.4339215
539,boston-mills,North America,USA,Ohio,http://www.skiresort.info/ski-resort/boston-mills/,270,0.5,0.5,0.5,,,,,,43,0,38,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,41.2409395,-81.5486728
541,bottineau-winter-park,North America,USA,North Dakota,http://www.skiresort.info/ski-resort/bottineau-winter-park/,740,0.8,0.3,0.2,,,,,,35,30,20,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,48.9511857,-100.4768044
545,bousquet,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/bousquet/,566,3,2,3,,,,,,47,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,42.4192223,-73.2770782
547,boyce-park,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/boyce-park/,380,1,0,0,,,,,,22,16,8,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,40.4669803,-79.7443055
548,boyne-highlands,North America,USA,Michigan,http://www.skiresort.info/ski-resort/boyne-highlands/,408,4,3,3,,,0,,,89,79,69,US Dollar,2,2.4,3.2,,,,,,,,,,,,,,,,,,0,,,,,45.4708444,-84.9354489
549,boyne-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/boyne-mountain/,372,4.5,6,3.5,,,0,,,89,79,69,US Dollar,2.2,2.6,3.1,,,,,,,,,,,,,,,,,,0,,,,,45.168065,-84.9161574
554,bradford,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/bradford/,80,1.5,1.5,1,,,,,,52,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,42.7695348,-71.0758905
567,brandywine-ski-resort,North America,USA,Ohio,http://www.skiresort.info/ski-resort/brandywine/,270,1,0.7,0.3,,,,,,43,0,38,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,41.2640987,-81.5632108
569,brantling-ski-slopes,North America,USA,New York,http://www.skiresort.info/ski-resort/brantling-ski-slopes/,210,0.7,0.3,0,,,,,,32,0,29,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,43.1500556,-77.0657092
574,breckenridge,North America,USA,Colorado,http://www.skiresort.info/ski-resort/breckenridge/,3914,28,60,65,,0,0,0,0,164,0,107,US Dollar,4,5,4,5,4,3,5,4,3,5,4,4,5,5,5,5,5,3,,,0,,,,,39.4816537,-106.0383518
586,bretton-woods,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/bretton-woods/,945,25,16,15,,,0,0,,89,68,53,US Dollar,3.2,3.6,3.8,,,,,,,,,,,,,,,,,,0,,,,,44.2581201,-71.4411894
589,brian-head,North America,USA,Utah,http://www.skiresort.info/ski-resort/brian-head/,3328,22,24,25,,,0,,0,69,0,50,US Dollar,3.5,3.9,3.3,,,,,,,,,,,,,,,,,,,,,,0,37.6927551,-112.8507766
